"Country","State","City","Timestamp(UTC)","PM2.5","PM10","CO","NO2","SO2"
"Kazakhstan","Almaty Qalasy","Almaty","2020-09-07T00:00:00.000Z",9.83,11.72,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-09-08T00:00:00.000Z",15.9,19.89,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-09-09T00:00:00.000Z",16.81,21.39,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-09-10T00:00:00.000Z",15.23,19.07,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-09-11T00:00:00.000Z",21.24,27.06,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-09-12T00:00:00.000Z",16.03,19.95,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-09-13T00:00:00.000Z",14.02,18.51,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-09-14T00:00:00.000Z",19.78,24.65,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-09-15T00:00:00.000Z",10.01,12.7,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-09-16T00:00:00.000Z",14.12,16.98,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-09-17T00:00:00.000Z",9.37,10.32,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-09-18T00:00:00.000Z",10.06,11.55,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-09-19T00:00:00.000Z",21.45,25.87,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-09-20T00:00:00.000Z",20.53,25.79,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-09-21T00:00:00.000Z",11.66,13.75,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-09-22T00:00:00.000Z",11.7,13.51,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-09-23T00:00:00.000Z",14.79,18.17,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-09-24T00:00:00.000Z",11.83,13.64,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-09-25T00:00:00.000Z",15.82,18.48,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-09-26T00:00:00.000Z",16.07,19.4,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-09-27T00:00:00.000Z",19.57,23.87,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-09-28T00:00:00.000Z",12.82,15.78,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-09-29T00:00:00.000Z",21.62,25.92,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-09-30T00:00:00.000Z",20.77,24.66,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-10-01T00:00:00.000Z",22.19,26.14,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-10-02T00:00:00.000Z",28.67,35.54,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-10-03T00:00:00.000Z",27.76,34.08,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-10-04T00:00:00.000Z",21.11,26.12,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-10-05T00:00:00.000Z",21.14,24.57,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-10-06T00:00:00.000Z",20.38,25,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-10-07T00:00:00.000Z",26.71,34.68,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-10-08T00:00:00.000Z",33.68,43.44,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-10-09T00:00:00.000Z",25.95,30.94,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-10-10T00:00:00.000Z",37.98,48.9,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-10-11T00:00:00.000Z",42.95,56.17,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-10-12T00:00:00.000Z",39.74,51.57,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-10-13T00:00:00.000Z",39.25,48.99,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-10-14T00:00:00.000Z",45.09,58.96,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-10-15T00:00:00.000Z",45.18,58.85,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-10-16T00:00:00.000Z",44.47,60.03,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-10-17T00:00:00.000Z",42.67,53.82,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-10-18T00:00:00.000Z",26.76,32.7,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-10-19T00:00:00.000Z",25.06,32.06,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-10-20T00:00:00.000Z",47.51,58.73,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-10-21T00:00:00.000Z",23.58,29.77,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-10-22T00:00:00.000Z",35.12,45.21,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-10-23T00:00:00.000Z",29.81,39.2,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-10-24T00:00:00.000Z",26.09,33.19,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-10-25T00:00:00.000Z",32.91,41.77,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-10-26T00:00:00.000Z",40.85,50.39,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-10-27T00:00:00.000Z",42.27,51.62,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-10-28T00:00:00.000Z",41.22,53.33,,,
"Kazakhstan","Almaty Qalasy","Almaty","2020-10-29T00:00:00.000Z",37.02,48.66,587.54,17.59,28.52
"Kazakhstan","Almaty Qalasy","Almaty","2020-10-30T00:00:00.000Z",53.49,68.15,535.98,20.51,7.05
"Kazakhstan","Almaty Qalasy","Almaty","2020-10-31T00:00:00.000Z",72.53,89.53,757.19,28.66,11.15
"Kazakhstan","Almaty Qalasy","Almaty","2020-11-01T00:00:00.000Z",57.98,75.33,602.72,24.13,9.32
"Kazakhstan","Almaty Qalasy","Almaty","2020-11-02T00:00:00.000Z",49.42,63.89,374.18,27.64,8.65
"Kazakhstan","Almaty Qalasy","Almaty","2020-11-03T00:00:00.000Z",39.74,52.92,646.42,24.59,13.28
"Kazakhstan","Almaty Qalasy","Almaty","2020-11-04T00:00:00.000Z",42.07,54.13,532.6,18.58,7.92
"Kazakhstan","Almaty Qalasy","Almaty","2020-11-05T00:00:00.000Z",62.04,80.19,475.57,21.5,4.93
"Kazakhstan","Almaty Qalasy","Almaty","2020-11-06T00:00:00.000Z",53.03,70.04,512.29,22.32,16.33
"Kazakhstan","Almaty Qalasy","Almaty","2020-11-07T00:00:00.000Z",46.11,56.65,789.71,38.48,24.06
"Kazakhstan","Almaty Qalasy","Almaty","2020-11-08T00:00:00.000Z",53.83,67.88,142.92,20.93,6.75
"Kazakhstan","Almaty Qalasy","Almaty","2020-11-09T00:00:00.000Z",27.46,37.9,493.32,6.48,4.82
"Kazakhstan","Almaty Qalasy","Almaty","2020-11-10T00:00:00.000Z",20.04,27.72,341.64,6.84,7.44
"Kazakhstan","Almaty Qalasy","Almaty","2020-11-11T00:00:00.000Z",45.1,56.52,486.2,17.77,6.28
"Kazakhstan","Almaty Qalasy","Almaty","2020-11-12T00:00:00.000Z",24.91,31.12,210.91,7.89,3
"Kazakhstan","Almaty Qalasy","Almaty","2020-11-13T00:00:00.000Z",48.09,64.86,386.59,11.9,1.71
"Kazakhstan","Almaty Qalasy","Almaty","2020-11-14T00:00:00.000Z",59.13,75.74,447.34,12.8,2.39
"Kazakhstan","Almaty Qalasy","Almaty","2020-11-15T00:00:00.000Z",40.04,50.63,252.95,10.18,2.48
"Kazakhstan","Almaty Qalasy","Almaty","2020-11-16T00:00:00.000Z",16.17,19.53,378.32,11.87,1.45
"Kazakhstan","Almaty Qalasy","Almaty","2020-11-17T00:00:00.000Z",30.26,37.42,383.19,23.02,5.91
"Kazakhstan","Almaty Qalasy","Almaty","2020-11-18T00:00:00.000Z",35.63,45.19,229.87,14.28,4.87
"Kazakhstan","Almaty Qalasy","Almaty","2020-11-19T00:00:00.000Z",30.25,36.37,374.29,8.95,4.4
"Kazakhstan","Almaty Qalasy","Almaty","2020-11-20T00:00:00.000Z",52.13,63.97,361.95,19.89,4.68
"Kazakhstan","Almaty Qalasy","Almaty","2020-11-21T00:00:00.000Z",72.25,87.78,543.25,32.44,5.65
"Kazakhstan","Almaty Qalasy","Almaty","2020-11-22T00:00:00.000Z",111.56,128.94,527.78,47.67,8.63
"Kazakhstan","Almaty Qalasy","Almaty","2020-11-23T00:00:00.000Z",94,114.43,612.29,31.95,10.25
"Kazakhstan","Almaty Qalasy","Almaty","2020-11-24T00:00:00.000Z",98.75,122.61,537.21,29.03,8.33
"Kazakhstan","Almaty Qalasy","Almaty","2020-11-25T00:00:00.000Z",101.86,113.04,591.86,35.25,11.3
"Kazakhstan","Almaty Qalasy","Almaty","2020-11-26T00:00:00.000Z",63.79,77.7,418.8,17,7.35
"Kazakhstan","Almaty Qalasy","Almaty","2020-11-27T00:00:00.000Z",106.93,129.01,621.66,33.95,8.96
"Kazakhstan","Almaty Qalasy","Almaty","2020-11-28T00:00:00.000Z",34.99,42.38,474.91,24.02,4.47
"Kazakhstan","Almaty Qalasy","Almaty","2020-11-29T00:00:00.000Z",33.29,41.72,239.43,14.84,5.84
"Kazakhstan","Almaty Qalasy","Almaty","2020-11-30T00:00:00.000Z",64.22,81.98,402.22,17.23,3.42
"Kazakhstan","Almaty Qalasy","Almaty","2020-12-01T00:00:00.000Z",83.77,101.58,490.51,22.5,2.57
"Kazakhstan","Almaty Qalasy","Almaty","2020-12-02T00:00:00.000Z",136.15,162.91,607.75,19.73,3.55
"Kazakhstan","Almaty Qalasy","Almaty","2020-12-03T00:00:00.000Z",92.78,110.12,713.11,21.56,5.29
"Kazakhstan","Almaty Qalasy","Almaty","2020-12-04T00:00:00.000Z",64.29,77.51,473.4,16.79,1.32
"Kazakhstan","Almaty Qalasy","Almaty","2020-12-05T00:00:00.000Z",64.48,86.37,176.26,33.45,2.03
"Kazakhstan","Almaty Qalasy","Almaty","2020-12-06T00:00:00.000Z",92.91,107.81,144.78,39.42,10.46
"Kazakhstan","Almaty Qalasy","Almaty","2020-12-07T00:00:00.000Z",66.68,81.23,368.44,30.82,6.76
"Kazakhstan","Almaty Qalasy","Almaty","2020-12-08T00:00:00.000Z",80.62,102.72,478.51,48.36,3.51
"Kazakhstan","Almaty Qalasy","Almaty","2020-12-09T00:00:00.000Z",110.71,143.54,690.73,48.31,9.98
"Kazakhstan","Almaty Qalasy","Almaty","2020-12-10T00:00:00.000Z",134.77,163.01,769.44,38.89,7.68
"Kazakhstan","Almaty Qalasy","Almaty","2020-12-11T00:00:00.000Z",110.99,133.77,898.27,40.48,8.07
"Kazakhstan","Almaty Qalasy","Almaty","2020-12-12T00:00:00.000Z",81.86,104.04,691.79,39.26,9.43
"Kazakhstan","Almaty Qalasy","Almaty","2020-12-13T00:00:00.000Z",73.28,96.61,627.11,22.26,12.93
"Kazakhstan","Almaty Qalasy","Almaty","2020-12-14T00:00:00.000Z",80.32,103.73,549.39,15.64,7.97
"Kazakhstan","Almaty Qalasy","Almaty","2020-12-15T00:00:00.000Z",76.18,92.9,604.74,32.07,5.89
"Kazakhstan","Almaty Qalasy","Almaty","2020-12-16T00:00:00.000Z",84.22,103.23,549.55,45.18,4.74
"Kazakhstan","Almaty Qalasy","Almaty","2020-12-17T00:00:00.000Z",104.27,125.99,632.87,39.18,5.4
"Kazakhstan","Almaty Qalasy","Almaty","2020-12-18T00:00:00.000Z",120.13,144.69,810.23,51.54,10.03
"Kazakhstan","Almaty Qalasy","Almaty","2020-12-19T00:00:00.000Z",49.03,61.5,718.43,45.89,12.8
"Kazakhstan","Almaty Qalasy","Almaty","2020-12-20T00:00:00.000Z",47.13,59.85,228.25,44.16,8.81
"Kazakhstan","Almaty Qalasy","Almaty","2020-12-21T00:00:00.000Z",48.33,58.06,231.53,42.52,8.5
"Kazakhstan","Almaty Qalasy","Almaty","2020-12-22T00:00:00.000Z",106.62,122.91,263.89,51.33,20.1
"Kazakhstan","Almaty Qalasy","Almaty","2020-12-23T00:00:00.000Z",126.97,152.77,535.89,71.56,8.99
"Kazakhstan","Almaty Qalasy","Almaty","2020-12-24T00:00:00.000Z",120.28,150.43,564.45,103.61,5.02
"Kazakhstan","Almaty Qalasy","Almaty","2020-12-25T00:00:00.000Z",163.23,200.4,492.21,80.11,2.14
"Kazakhstan","Almaty Qalasy","Almaty","2020-12-26T00:00:00.000Z",109.83,130.84,567.32,75.07,1.77
"Kazakhstan","Almaty Qalasy","Almaty","2020-12-27T00:00:00.000Z",100.65,124.69,371.02,93.26,1.31
"Kazakhstan","Almaty Qalasy","Almaty","2020-12-28T00:00:00.000Z",165.92,193.46,451.87,62.26,1.76
"Kazakhstan","Almaty Qalasy","Almaty","2020-12-29T00:00:00.000Z",117.88,142.15,586.86,28.62,1.88
"Kazakhstan","Almaty Qalasy","Almaty","2020-12-30T00:00:00.000Z",166.45,202.91,588.69,23.79,3.03
"Kazakhstan","Almaty Qalasy","Almaty","2020-12-31T00:00:00.000Z",150.34,173.64,554.67,34.38,3.59
"Kazakhstan","Almaty Qalasy","Almaty","2021-01-01T00:00:00.000Z",135.31,166.26,174.66,17.83,4.64
"Kazakhstan","Almaty Qalasy","Almaty","2021-01-02T00:00:00.000Z",91.7,112.69,286.83,32.09,2.58
"Kazakhstan","Almaty Qalasy","Almaty","2021-01-03T00:00:00.000Z",116.63,137.91,337.1,8.85,12.65
"Kazakhstan","Almaty Qalasy","Almaty","2021-01-04T00:00:00.000Z",135.34,162.84,560.92,0.95,5.59
"Kazakhstan","Almaty Qalasy","Almaty","2021-01-05T00:00:00.000Z",108.59,129.52,296.11,5.55,3.89
"Kazakhstan","Almaty Qalasy","Almaty","2021-01-06T00:00:00.000Z",127.46,150.48,322.27,19.29,6.43
"Kazakhstan","Almaty Qalasy","Almaty","2021-01-07T00:00:00.000Z",156.74,188.7,523.29,33.87,7.89
"Kazakhstan","Almaty Qalasy","Almaty","2021-01-08T00:00:00.000Z",136.03,163.14,894.61,32.9,9.47
"Kazakhstan","Almaty Qalasy","Almaty","2021-01-09T00:00:00.000Z",130.55,166.88,1407.04,46.08,9.15
"Kazakhstan","Almaty Qalasy","Almaty","2021-01-10T00:00:00.000Z",102.04,145.13,599.82,35.8,13.85
"Kazakhstan","Almaty Qalasy","Almaty","2021-01-11T00:00:00.000Z",54.88,70.27,851.35,40.51,16.3
"Kazakhstan","Almaty Qalasy","Almaty","2021-01-12T00:00:00.000Z",52.33,69.3,2587.28,39.78,12.77
"Kazakhstan","Almaty Qalasy","Almaty","2021-01-13T00:00:00.000Z",41.76,54.23,182.71,33.01,5.03
"Kazakhstan","Almaty Qalasy","Almaty","2021-01-14T00:00:00.000Z",58.82,75.79,427.71,38.22,6.25
"Kazakhstan","Almaty Qalasy","Almaty","2021-01-15T00:00:00.000Z",102.73,128.33,906.09,67.72,7.12
"Kazakhstan","Almaty Qalasy","Almaty","2021-01-16T00:00:00.000Z",60.06,76.38,1376.17,54.36,13.37
"Kazakhstan","Almaty Qalasy","Almaty","2021-01-17T00:00:00.000Z",119.2,144.49,1679.57,74.67,15.16
"Kazakhstan","Almaty Qalasy","Almaty","2021-01-18T00:00:00.000Z",70.06,89.69,196.09,78.82,11.95
"Kazakhstan","Almaty Qalasy","Almaty","2021-01-19T00:00:00.000Z",59.25,89.1,145.89,84.79,11.12
"Kazakhstan","Almaty Qalasy","Almaty","2021-01-20T00:00:00.000Z",28.8,41.84,715.59,56.7,6.8
"Kazakhstan","Almaty Qalasy","Almaty","2021-01-21T00:00:00.000Z",69.16,85.35,643.11,67.28,4.18
"Kazakhstan","Almaty Qalasy","Almaty","2021-01-22T00:00:00.000Z",15.23,19.81,468.42,23.73,2.44
"Kazakhstan","Almaty Qalasy","Almaty","2021-01-23T00:00:00.000Z",22.97,29.22,116.36,31.64,3.43
"Kazakhstan","Almaty Qalasy","Almaty","2021-01-24T00:00:00.000Z",40.26,53.44,241.52,30.22,2.84
"Kazakhstan","Almaty Qalasy","Almaty","2021-01-25T00:00:00.000Z",104.25,132.72,321.95,36.42,3.31
"Kazakhstan","Almaty Qalasy","Almaty","2021-01-26T00:00:00.000Z",114.99,145,664.63,49.01,2.6
"Kazakhstan","Almaty Qalasy","Almaty","2021-01-27T00:00:00.000Z",111.76,133.06,377.39,26.93,4.49
"Kazakhstan","Almaty Qalasy","Almaty","2021-01-28T00:00:00.000Z",117.35,142.66,1039.06,50.19,4.4
"Kazakhstan","Almaty Qalasy","Almaty","2021-01-29T00:00:00.000Z",175.08,224.97,759.09,76.86,3.79
"Kazakhstan","Almaty Qalasy","Almaty","2021-01-30T00:00:00.000Z",136.55,175.79,438.76,49.21,4.44
"Kazakhstan","Almaty Qalasy","Almaty","2021-01-31T00:00:00.000Z",67.33,85.39,412.53,42.06,6.81
"Kazakhstan","Almaty Qalasy","Almaty","2021-02-01T00:00:00.000Z",38.21,48.43,471.33,30.21,7.68
"Kazakhstan","Almaty Qalasy","Almaty","2021-02-02T00:00:00.000Z",40.44,51.92,691.91,20.63,6.8
"Kazakhstan","Almaty Qalasy","Almaty","2021-02-03T00:00:00.000Z",85.03,115.53,325.39,27.51,5.7
"Kazakhstan","Almaty Qalasy","Almaty","2021-02-04T00:00:00.000Z",57.84,73.87,416.42,29.26,7.32
"Kazakhstan","Almaty Qalasy","Almaty","2021-02-05T00:00:00.000Z",35.8,50.36,657.68,34.35,7.83
"Kazakhstan","Almaty Qalasy","Almaty","2021-02-06T00:00:00.000Z",50.48,65.34,687.64,42.27,5.01
"Kazakhstan","Almaty Qalasy","Almaty","2021-02-07T00:00:00.000Z",45.64,59.05,363.27,21.24,6.32
"Kazakhstan","Almaty Qalasy","Almaty","2021-02-08T00:00:00.000Z",41.32,55.85,120.48,23.06,6.89
"Kazakhstan","Almaty Qalasy","Almaty","2021-02-09T00:00:00.000Z",27.04,36.26,44.13,24.7,5.57
"Kazakhstan","Almaty Qalasy","Almaty","2021-02-10T00:00:00.000Z",76.36,101.51,33.56,28.22,7.25
"Kazakhstan","Almaty Qalasy","Almaty","2021-02-11T00:00:00.000Z",75.68,99.14,367.77,30.79,5.81
"Kazakhstan","Almaty Qalasy","Almaty","2021-02-12T00:00:00.000Z",86.96,113.88,294.03,30.57,6.71
"Kazakhstan","Almaty Qalasy","Almaty","2021-02-13T00:00:00.000Z",61.58,82.69,45.47,25.98,9.47
"Kazakhstan","Almaty Qalasy","Almaty","2021-02-14T00:00:00.000Z",82.42,113.82,189.39,22.59,7.33
"Kazakhstan","Almaty Qalasy","Almaty","2021-02-15T00:00:00.000Z",69.58,90.86,496.32,37.42,8.99
"Kazakhstan","Almaty Qalasy","Almaty","2021-02-16T00:00:00.000Z",38.86,50.77,427.5,37.93,2.95
"Kazakhstan","Almaty Qalasy","Almaty","2021-02-17T00:00:00.000Z",57.12,72.95,762.83,33.91,5.19
"Kazakhstan","Almaty Qalasy","Almaty","2021-02-18T00:00:00.000Z",46.38,59.17,1168.78,20.85,3.77
"Kazakhstan","Almaty Qalasy","Almaty","2021-02-19T00:00:00.000Z",34.6,52.5,370.49,25.92,4.02
"Kazakhstan","Almaty Qalasy","Almaty","2021-02-20T00:00:00.000Z",33.97,47.29,33.56,17.7,1.78
"Kazakhstan","Almaty Qalasy","Almaty","2021-02-21T00:00:00.000Z",55.68,74.43,232.11,17.7,3.06
"Kazakhstan","Almaty Qalasy","Almaty","2021-02-22T00:00:00.000Z",48.71,66.08,381.53,6.98,3.03
"Kazakhstan","Almaty Qalasy","Almaty","2021-02-23T00:00:00.000Z",63.59,84.49,690.89,20.13,6.81
"Kazakhstan","Almaty Qalasy","Almaty","2021-02-24T00:00:00.000Z",32.27,44.59,355.21,27.27,3.55
"Kazakhstan","Almaty Qalasy","Almaty","2021-02-25T00:00:00.000Z",25.71,33.27,389.7,24.24,3.71
"Kazakhstan","Almaty Qalasy","Almaty","2021-02-26T00:00:00.000Z",47.91,61.76,544.78,10.94,4.08
"Kazakhstan","Almaty Qalasy","Almaty","2021-02-27T00:00:00.000Z",77.12,94.84,744.07,24.32,4.18
"Kazakhstan","Almaty Qalasy","Almaty","2021-02-28T00:00:00.000Z",80.68,108.49,988.13,14.39,7.86
"Kazakhstan","Almaty Qalasy","Almaty","2021-03-01T00:00:00.000Z",32.06,43.81,1017.65,16.08,11.48
"Kazakhstan","Almaty Qalasy","Almaty","2021-03-02T00:00:00.000Z",26.68,35.07,927.76,8.69,9.2
"Kazakhstan","Almaty Qalasy","Almaty","2021-03-03T00:00:00.000Z",34.85,46.95,295.14,8.27,8.21
"Kazakhstan","Almaty Qalasy","Almaty","2021-03-04T00:00:00.000Z",43.65,59.15,611.24,7.5,4.99
"Kazakhstan","Almaty Qalasy","Almaty","2021-03-05T00:00:00.000Z",20.42,27.72,538.53,6.99,6.05
"Kazakhstan","Almaty Qalasy","Almaty","2021-03-06T00:00:00.000Z",42.22,57.04,728.37,10.97,9.36
"Kazakhstan","Almaty Qalasy","Almaty","2021-03-07T00:00:00.000Z",41.33,52.63,695.08,4.45,9.49
"Kazakhstan","Almaty Qalasy","Almaty","2021-03-08T00:00:00.000Z",40.35,56.65,770.12,3.52,7.39
"Kazakhstan","Almaty Qalasy","Almaty","2021-03-09T00:00:00.000Z",44.35,60.55,805.62,3.93,5.37
"Kazakhstan","Almaty Qalasy","Almaty","2021-03-10T00:00:00.000Z",30.02,40.59,1096.36,4.89,12.33
"Kazakhstan","Almaty Qalasy","Almaty","2021-03-11T00:00:00.000Z",25.41,37.65,1169.71,6.93,8.41
"Kazakhstan","Almaty Qalasy","Almaty","2021-03-12T00:00:00.000Z",30.65,45.5,1032.16,9.27,8.77
"Kazakhstan","Almaty Qalasy","Almaty","2021-03-13T00:00:00.000Z",25.77,33.78,339.84,10.39,4.28
"Kazakhstan","Almaty Qalasy","Almaty","2021-03-14T00:00:00.000Z",38.8,48.85,466.33,7.87,4.4
"Kazakhstan","Almaty Qalasy","Almaty","2021-03-15T00:00:00.000Z",37.55,49.59,287.57,7.86,5.68
"Kazakhstan","Almaty Qalasy","Almaty","2021-03-16T00:00:00.000Z",45.56,59.69,409.38,9.45,6.71
"Kazakhstan","Almaty Qalasy","Almaty","2021-03-17T00:00:00.000Z",43.97,56.65,455.32,14.82,4.65
"Kazakhstan","Almaty Qalasy","Almaty","2021-03-18T00:00:00.000Z",42.3,65.87,769.63,17.24,4.4
"Kazakhstan","Almaty Qalasy","Almaty","2021-03-19T00:00:00.000Z",41.07,58.27,1195.87,31.28,4.17
"Kazakhstan","Almaty Qalasy","Almaty","2021-03-20T00:00:00.000Z",36.24,51.2,1438.02,22.77,4.62
"Kazakhstan","Almaty Qalasy","Almaty","2021-03-21T00:00:00.000Z",36.93,52.4,1320.97,18.15,3.81
"Kazakhstan","Almaty Qalasy","Almaty","2021-03-22T00:00:00.000Z",31.01,42.91,1440.7,22.56,3.76
"Kazakhstan","Almaty Qalasy","Almaty","2021-03-23T00:00:00.000Z",23.27,32.42,1054.72,17.84,5.26
"Kazakhstan","Almaty Qalasy","Almaty","2021-03-24T00:00:00.000Z",28.59,41.89,410.67,14.36,3.64
"Kazakhstan","Almaty Qalasy","Almaty","2021-03-25T00:00:00.000Z",16.7,25.17,896.93,30.59,5.94
"Kazakhstan","Almaty Qalasy","Almaty","2021-03-26T00:00:00.000Z",12.11,17.55,518.07,16.23,5.67
"Kazakhstan","Almaty Qalasy","Almaty","2021-03-27T00:00:00.000Z",13.62,18.12,1641.96,20.47,10.3
"Kazakhstan","Almaty Qalasy","Almaty","2021-03-28T00:00:00.000Z",14.95,19.4,806.47,16.22,4.2
"Kazakhstan","Almaty Qalasy","Almaty","2021-03-29T00:00:00.000Z",21.84,27.33,527.08,19.64,4.98
"Kazakhstan","Almaty Qalasy","Almaty","2021-03-30T00:00:00.000Z",10.84,13.65,418.34,13.56,6.21
"Kazakhstan","Almaty Qalasy","Almaty","2021-03-31T00:00:00.000Z",24.77,31.1,375.26,10.66,6.86
"Kazakhstan","Almaty Qalasy","Almaty","2021-04-01T00:00:00.000Z",16.28,21.3,378.09,9.35,4.82
"Kazakhstan","Almaty Qalasy","Almaty","2021-04-02T00:00:00.000Z",22.94,30.92,530.33,18.96,4.9
"Kazakhstan","Almaty Qalasy","Almaty","2021-04-03T00:00:00.000Z",34.08,46.34,537.79,18.5,3.72
"Kazakhstan","Almaty Qalasy","Almaty","2021-04-04T00:00:00.000Z",24.62,34.46,591.93,22.84,4.18
"Kazakhstan","Almaty Qalasy","Almaty","2021-04-05T00:00:00.000Z",15.9,22.44,420.53,11,3.33
"Kazakhstan","Almaty Qalasy","Almaty","2021-04-06T00:00:00.000Z",28.16,38.37,429.65,17.97,3.56
"Kazakhstan","Almaty Qalasy","Almaty","2021-04-07T00:00:00.000Z",25.3,33.17,899.21,23.9,4.03
"Kazakhstan","Almaty Qalasy","Almaty","2021-04-08T00:00:00.000Z",18.79,25.37,562.24,19.81,4.34
"Kazakhstan","Almaty Qalasy","Almaty","2021-04-09T00:00:00.000Z",24.41,32.25,540.47,16.76,5.93
"Kazakhstan","Almaty Qalasy","Almaty","2021-04-10T00:00:00.000Z",24.1,32.48,610.56,17.14,6.04
"Kazakhstan","Almaty Qalasy","Almaty","2021-04-11T00:00:00.000Z",25.21,33.7,1311.41,17,7.63
"Kazakhstan","Almaty Qalasy","Almaty","2021-04-12T00:00:00.000Z",21.34,30.11,1410.47,19.8,5.97
"Kazakhstan","Almaty Qalasy","Almaty","2021-04-13T00:00:00.000Z",16.21,22.39,1204.21,17.81,8.24
"Kazakhstan","Almaty Qalasy","Almaty","2021-04-14T00:00:00.000Z",30.23,40.44,517.47,19.49,6.54
"Kazakhstan","Almaty Qalasy","Almaty","2021-04-15T00:00:00.000Z",34.91,47.67,701.26,25.94,7.14
"Kazakhstan","Almaty Qalasy","Almaty","2021-04-16T00:00:00.000Z",26.56,33.07,603.96,20.75,7.55
"Kazakhstan","Almaty Qalasy","Almaty","2021-04-17T00:00:00.000Z",20.66,26.67,720.39,15.56,6.15
"Kazakhstan","Almaty Qalasy","Almaty","2021-04-18T00:00:00.000Z",16.06,19.79,471.12,11.54,9.8
"Kazakhstan","Almaty Qalasy","Almaty","2021-04-19T00:00:00.000Z",9.8,12.8,523.96,10.46,4.95
"Kazakhstan","Almaty Qalasy","Almaty","2021-04-20T00:00:00.000Z",16.56,23.22,1481.63,16.98,4.75
"Kazakhstan","Almaty Qalasy","Almaty","2021-04-21T00:00:00.000Z",17.24,21.43,390.52,11.67,3.66
"Kazakhstan","Almaty Qalasy","Almaty","2021-04-22T00:00:00.000Z",25.08,32.96,498.82,9.27,3.77
"Kazakhstan","Almaty Qalasy","Almaty","2021-04-23T00:00:00.000Z",24.89,32.53,424.01,10.11,3.67
"Kazakhstan","Almaty Qalasy","Almaty","2021-04-24T00:00:00.000Z",34.86,45.28,526.85,11.03,4.8
"Kazakhstan","Almaty Qalasy","Almaty","2021-04-25T00:00:00.000Z",40.67,51.87,662.59,15.46,5.12
"Kazakhstan","Almaty Qalasy","Almaty","2021-04-26T00:00:00.000Z",14.38,17.63,784.05,11.21,5.53
"Kazakhstan","Almaty Qalasy","Almaty","2021-04-27T00:00:00.000Z",20.82,26.57,653.41,8.74,4.84
"Kazakhstan","Almaty Qalasy","Almaty","2021-04-28T00:00:00.000Z",15.9,22.61,850.67,8.98,8.56
"Kazakhstan","Almaty Qalasy","Almaty","2021-04-29T00:00:00.000Z",12.47,18.8,333.22,8.58,5.46
"Kazakhstan","Almaty Qalasy","Almaty","2021-04-30T00:00:00.000Z",9.28,13.24,374.86,7.8,2.93
